Title,Year,Genre,Plot,Topic_Perc_Contrib,Dominant_Topic,lemmatized_Plot,Keywords
Die Beautiful,2016,"Comedy, Drama","Trisha, a Filipino transgender woman, suddenly dies while being crowned in a beauty pageant. Her last wish was to be presented as a different celebrity on each night of her wake, but her conservative father wants to bury her as a man. Trisha's friends are left with no choice but to steal her body and hold the wake in a secret location. And as Trisha is transformed to look like different celebrities, they also look back at the colorful and extraordinary life that she has led - being a son, a sister, a mother, a friend, a lover, a wife, and ultimately, a queen.Written byanonymous",0.59579998254776,10.0,"['trisha', 'filipino', 'transgender', 'woman', 'suddenly', 'die', 'crown', 'beauty_pageant', 'last', 'wish', 'present', 'different', 'celebrity', 'night', 'wake', 'conservative', 'father', 'want', 'bury', 'man', 'trishas', 'friend', 'leave', 'choice', 'steal', 'body', 'hold', 'wake', 'secret', 'location', 'transform', 'look', 'different', 'celebrity', 'also', 'look', 'back', 'colorful', 'extraordinary', 'life', 'lead', 'son', 'sister', 'mother', 'friend', 'lover', 'wife', 'ultimately', 'queen']","training, actress, military, award, phenomenon, story, terrorist, fight, young, perspective"
Ilusyon,2005,Drama,"Set in Philippine post-American colonialist era, where the American influence was still apparent, Ilusyon tells the story of Miguel, a young man from the countryside, who decides to visit his father, Pablo, a Modernist painter in Manila. Upon his arrival, he discovers that his father has decided to leave for the province but he opted to stay in Manila for a vacation. One day, he meets Stella, a nude model originally scheduled to pose for Miguel's father. Struck by her beauty, Miguel does the unthinkable - he pretends to be his father the painter. Developing a relationship based on a lie, things turn for the worse as Stella begets a strange skin disease that turns off Miguel. Surrounded by strange characters - a talking cow, a talkative mailman and a nosy landlady - Miguel is driven into a frenzy realization about beauty, lust, love and being true to oneself. An ambiguous ending underlines the surreal tone of the film.Written byAnonymous",0.6721000075340271,4.0,"['set', 'philippine', 'postamerican', 'colonialist', 'era', 'american', 'influence', 'still', 'apparent', 'ilusyon', 'tell', 'story', 'miguel', 'young', 'man', 'countryside', 'decide', 'visit', 'father', 'pablo', 'modernist', 'painter', 'manila', 'arrival', 'discover', 'father', 'decide', 'leave', 'province', 'opt', 'stay', 'manila', 'vacation', 'day', 'meet', 'stella', 'nude', 'model', 'originally', 'schedule', 'pose', 'miguel', 'father', 'strike', 'beauty', 'miguel', 'unthinkable', 'pretend', 'father', 'painter', 'develop', 'relationship', 'base', 'lie', 'thing', 'turn', 'bad', 'stella', 'beget', 'strange', 'skin', 'disease', 'turn', 'miguel', 'surround', 'strange', 'character', 'talk', 'cow', 'talkative', 'mailman', 'nosy', 'landlady', 'miguel', 'drive', 'frenzy', 'realization', 'beauty', 'lust', 'love', 'true', 'ambiguous', 'ending', 'underline', 'surreal', 'tone', 'film']","fashion, father, life, live, follow, find, mar, biological, child, quiz"
Sid & Aya: Not a Love Story,2018,Drama,It follows Sid who suffers from insomnia and meets Aya who he hires to accompany him in his sleepless nights.,0.9056000113487244,6.0,"['follow', 'sid', 'suffer', 'insomnia', 'meet', 'hire', 'accompany', 'sleepless', 'night']","life, film, family, live, face, man, people, love, story, first"
I Am U,2020,"Crime, Drama","After the untimely death of her sister, Elise (Julia Barretto) suddenly experiences uncanny things around her. She feels being followed around, but instead sees an image of herself. It turns out that Elise has a doppelgänger named Rose. Their worlds collide when Rose rescues Elise from an accident one afternoon. Rose looks exactly like Elise, but their similarities end there. Out of curiosity, Elise invites Rose into her life, and introduces the latter to her family, her friends, and even her boyfriend, Kyle (Tony Labrusca). As they develop fondness towards her doppelgänger, Elise realizes that letting Rose into her life is a big mistake. With her jealousy brewing, she bullies Rose during a game of ""Truth or Dare"" that soon leads to a tragic accident. She and her friends cover up the incident and decide to put everything behind them- until they all fall into their mysterious deaths one by one. Who will be left unscathed? How are the deaths linked to Rose's demise?",0.9211000204086304,0.0,"['untimely', 'death', 'sister', 'suddenly', 'experience', 'uncanny', 'thing', 'around', 'follow', 'around', 'instead', 'see', 'image', 'turn', 'doppelgänger', 'name', 'rise', 'world', 'collide', 'rise', 'rescue', 'elise', 'accident', 'afternoon', 'rise', 'look', 'exactly', 'similarity', 'end', 'curiosity', 'invite', 'rise', 'life', 'introduce', 'latter', 'family', 'friend', 'even', 'boyfriend', 'kyle', 'tony', 'labrusca', 'develop', 'fondness', 'doppelgänger', 'realize', 'let', 'rise', 'life', 'big', 'mistake', 'jealousy', 'brewing', 'bully', 'rise', 'game', 'truth', 'soon', 'lead', 'tragic', 'accident', 'friend', 'cover', 'incident', 'decide', 'put', 'fall', 'mysterious', 'death', 'leave', 'unscathed', 'death', 'link', 'rose', 'demise']","life, time, woman, story, sound, man, young, relationship, love, way"
Pangako ng kahapon,1994,"Crime, Drama, Romance","Three sisters who are the daughters of a powerful landlord fights for ambition, power, love, success and money.",0.9150999784469604,11.0,"['sister', 'daughter', 'powerful', 'landlord', 'fight', 'ambition', 'power', 'love', 'success', 'money']","sibling, story, girl, martinez, bet, lo, bj, lizard, monitor, geoff"
Oligase,2020,"Drama, Thriller","Oligase is the story of a ""no-read and no-write"" Matigsalug girl named Laha who rebels against her tribe's strict beliefs about a monster who attacks and eats school children - the Oligase. Convinced that the monster is a folktale, she begins to see backwardness and ignorance in her elders, village, and life. Driven by a stubborn desire to study, learn and gain knowledge, Laha runs away. Unbeknownst to her, there are greater and darker monsters in her journey away from home. Laha begins to see that there are monsters in the city, a deep evil, waiting to devour and destroy in exchange for her dream. Will Laha be willing to pay the terrible price, or is there another path waiting for her?",0.7914000153541565,8.0,"['oligase', 'story', 'noread', 'nowrite', 'matigsalug', 'girl', 'name', 'laha', 'rebel', 'tribe', 'strict', 'belief', 'monster', 'attack', 'eat', 'school', 'child', 'convince', 'monster', 'folktale', 'begin', 'see', 'backwardness', 'ignorance', 'elder', 'village', 'life', 'drive', 'stubborn', 'desire', 'study', 'learn', 'gain', 'knowledge', 'laha', 'run', 'away', 'unbeknownst', 'greater', 'dark', 'monster', 'journey', 'away', 'home', 'laha', 'begin', 'see', 'monster', 'city', 'deep', 'evil', 'wait', 'devour', 'destroy', 'exchange', 'dream', 'pay', 'terrible', 'price', 'path', 'wait']","good, life, hunt, set, continue, take, community, story, struggle, violent"
Demonstone,1990,"Action, Crime, Fantasy","Two U.S. Marine investigators, older tough Marine Colonel Joe Haines an his younger friend Andy Buck , investigate a series of grisly murders in Manila, Philippines. They soon discover that he crimes are tied to an amulet with a 400-year-old curse on it that has unleashed a supernatural force that wants revenge. Buck falls for TV reporter Sharon Gale who's there to cover the story. Unfortunately, she gets possessed and becomes an unstoppable killing machine.",0.9128999710083008,0.0,"['marine', 'investigator', 'old', 'tough', 'marine', 'colonel', 'joe', 'young', 'friend', 'buck', 'investigate', 'series', 'grisly', 'murder', 'philippine', 'soon', 'discover', 'crime', 'tie', 'amulet', 'curse', 'unleash', 'supernatural', 'force', 'want', 'revenge', 'buck', 'fall', 'tv', 'reporter', 'cover', 'story', 'unfortunately', 'possess', 'become', 'unstoppable', 'kill', 'machine']","life, time, woman, story, sound, man, young, relationship, love, way"
Eternity,2006,"Drama, Romance","Eternity is an epic romance about a pair of star-crossed lovers Crisanto (Dingdong Dantes) and Milagros (Iza Calzado) and how true love transcends different lifetimes. In the face of family hostilities and atrocities, the two continue to fight for their love until the bitter end. Cholo (Mark Herras) and Maegan (Jennylyn Mercado) are two different people with different backgrounds, finding each other as if by fate. It's as if they've known each other all their lives! But the young lovers' romance is thwarted by their respective families' deep-rooted dislike for each other. Will history repeat itself? Or will love finally conquer all the odds this time around?Written byAnonymous",0.6183000206947327,3.0,"['eternity', 'epic', 'romance', 'pair', 'starcrossed', 'lover', 'true', 'love', 'transcend', 'different', 'lifetime', 'face', 'family', 'hostility', 'atrocity', 'continue', 'fight', 'love', 'bitter', 'end', 'cholo', 'mark', 'different', 'people', 'different', 'background', 'find', 'fate', 'know', 'life', 'young', 'lover', 'romance', 'thwart', 'respective', 'family', 'deeproote', 'dislike', 'history', 'repeat', 'love', 'finally', 'conquer', 'odd', 'time']","love, story, life, household, comfort, friend, live, make, man, long"
The Escort,2016,Drama,"A young woman works as a secretary for a high class escort service, and is drawn into the intrigues of a client and the man who has fallen in love with her.",0.9376999735832214,3.0,"['young', 'woman', 'work', 'secretary', 'high', 'class', 'escort', 'service', 'draw', 'intrigue', 'client', 'man', 'fall', 'love']","love, story, life, household, comfort, friend, live, make, man, long"
My Heart Belongs to Daddy,1982,"Comedy, Drama","An incarcerated father gets freed and finally gets the chance to meet his son and daughter by chosen circumstance, both of them not recognizing him. He continues his presence around them pretending to be somebody else just to reclaim lost time, all the while around the presence of his wife who's already about to get remarried, working around an unspoken agreement to continue pretending that their dad (him) is already dead.Written byweirdomelet-107-427779",0.9715999960899352,4.0,"['incarcerate', 'father', 'free', 'finally', 'get', 'chance', 'meet', 'son', 'daughter', 'choose', 'circumstance', 'recognize', 'continue', 'presence', 'around', 'pretend', 'else', 'reclaim', 'lose', 'time', 'presence', 'wife', 'already', 'remarry', 'work', 'unspoken', 'agreement', 'continue', 'pretend', 'dad', 'already', 'dead']","fashion, father, life, live, follow, find, mar, biological, child, quiz"
Bamboo Gods and Iron Men,1974,"Action, Adventure, Drama","The Jefferson's honeymoon night in Hong Kong will be troubled by a number of people wishing to get hold of a Buddha statuette that the husband offered her when window-shopping that day. When the going gets rough, it helps that Cal Jefferson is a top American boxer.Written byArtemis-9",0.7135999798774719,8.0,"['jefferson', 'honeymoon', 'night', 'troubled', 'number', 'people', 'wish', 'get', 'hold', 'buddha', 'statuette', 'husband', 'offer', 'windowshopping', 'day', 'go', 'get', 'rough', 'help', 'top', 'american', 'boxer']","good, life, hunt, set, continue, take, community, story, struggle, violent"
Double Edge,1985,Action,"Robbers, drug dealers and pimps are being killed in the streets. Quinn, a policeman with a mysterious past is on the case.",0.9061999917030334,8.0,"['robber', 'pimp', 'kill', 'street', 'quinn', 'policeman', 'mysterious', 'past', 'case']","good, life, hunt, set, continue, take, community, story, struggle, violent"
Ligalig,2006,"Action, Crime, Drama","A series of murders takes place in the Metropolis in a span of three weeks, the latest of which happens on the night Junior, a taxi driver, makes love to a prostitute. After establishing a pattern from the killings, Inspector Noble, the police investigator, will theorize that only one person, a serial or thrill killer, maybe responsible for all of the murders. Junior is aware of the killings but it doesn't seem to bother him, unlike most ordinary people who have heard of the news about a serial killer roaming the city. Together with Trixie's friend Toti, Junior and Trixie head to the countryside where Trixie's family live. Junior gets to meet Martha, Trixie's weird mother, a tough lady with a shotgun always on her side. Junior also gets to know Max, Trixie's weird brother, a war-scarred former Marine soldier who's got traces of insanity. Martha's rejection of Junior is evident from the start. Martha wants Trixie to end the relationship, and immediately tell Junior that he is not ...Written bymmff",0.6678000092506409,8.0,"['series', 'murder', 'take', 'place', 'metropolis', 'span', 'week', 'late', 'happen', 'night', 'junior', 'taxi_driver', 'make', 'love', 'prostitute', 'establish', 'pattern', 'killing', 'inspector', 'noble', 'police', 'investigator', 'theorize', 'person', 'serial', 'thrill', 'killer', 'maybe', 'responsible', 'murder', 'junior', 'aware', 'killing', 'seem', 'bother', 'ordinary', 'people', 'hear', 'news', 'roam', 'city', 'together', 'trixie', 'friend', 'junior', 'head', 'countryside', 'trixie', 'family', 'live', 'junior', 'get', 'meet', 'trixie', 'weird', 'mother', 'tough', 'lady', 'shotgun', 'always', 'side', 'junior', 'also', 'get', 'know', 'max', 'trixie', 'weird', 'brother', 'warscarre', 'former', 'marine', 'soldier', 'get', 'trace', 'insanity', 'marthas', 'rejection', 'junior', 'evident', 'start', 'want', 'trixie', 'end', 'relationship', 'immediately', 'tell', 'junior']","good, life, hunt, set, continue, take, community, story, struggle, violent"
Bagani,2018,"Drama, Fantasy, Romance","Bagani revolves around the struggle and conflict of five groups: Taga-Patag (farmers), Taga-Kalakal (traders), Taga-Laot (fishermen), Taga-Gubat (hunters) and Taga-Disyerto (warriors) in a fantasy world called Sansinukob.",0.7195000052452087,1.0,"['bagani', 'struggle', 'conflict', 'group', 'tagapatag', 'farmer', 'tagakalakal', 'trader', 'tagalaot', 'fisherman', 'tagagubat', 'hunter', 'warrior', 'fantasy', 'world', 'call', 'sansinukob']","action, gut, pack, penetrate, insider, site, fight, screen, water, village"
The Last Manilaners,2019,Documentary,"As told from the perspective of a child growing up during the height of World War II, this documentary looks back on the lives of Jews in the Philippines while in refuge after Manuel L. Quezon's landmark Open Doors Policy that welcomed 1,300 Jews to the country. A detailed retelling of stories of tragedies, reunions, survival, and the eventual human triumphs that happened during this untold part of Philippine history.",0.9739999771118164,10.0,"['tell', 'perspective', 'child', 'grow', 'height', 'documentary', 'look', 'back', 'life', 'jew', 'philippine', 'refuge', 'manuel', 'l', 'quezon', 'landmark', 'open', 'door', 'policy', 'welcome', 'country', 'detailed', 'retelling', 'story', 'tragedy', 'reunion', 'survival', 'eventual', 'human', 'triumph', 'happen', 'untold', 'part', 'philippine', 'history']","training, actress, military, award, phenomenon, story, terrorist, fight, young, perspective"
Victor Magtanggol,2018,"Adventure, Drama","Victor works as an OFW to look for his mother Vivienne (Connie Reyes). He becomes friends with Magnus (Miguel Faustmann), the curator of the museum where he works for. Magnus' life will be jeopardized because of Loki (John Estrada). Victor will find out that Magnus is not a mortal being and he is the god Magni and out of Thor's sons. Before Magnus dies, he will give Victor a magical compass that will lead Victor to a mysterious mountain. Victor will find an iron gauntlet that will allow him to use the Mjolnir, the powderfull hammer of Thor (Conan Stevens). Victor comes home to Philippines and becomes the Hammerman, the courageous superhero of his town. In his adventures, he battles monsters and forms alliances with Norse gods in order to protect the people he loves from the schemes of Loki.",0.5142999887466431,11.0,"['victor', 'work', 'ofw', 'look', 'mother', 'vivienne', 'reyes', 'become', 'friend', 'curator', 'museum', 'work', 'life', 'jeopardize', 'loki', 'john', 'victor', 'find', 'magnus', 'mortal', 'god', 'thor', 'son', 'magnus', 'die', 'give', 'victor', 'magical', 'compass', 'lead', 'victor', 'mysterious', 'mountain', 'victor', 'find', 'iron', 'gauntlet', 'allow', 'use', 'mjolnir', 'powderfull', 'hammer', 'thor', 'stevens', 'victor', 'come', 'home', 'philippine', 'become', 'hammerman', 'courageous', 'superhero', 'town', 'adventure', 'battle', 'monster', 'form', 'alliance', 'norse', 'god', 'order', 'protect', 'people', 'love', 'scheme']","sibling, story, girl, martinez, bet, lo, bj, lizard, monitor, geoff"
Just Say You Love Me,1982,Romance,THE GENERATION GAP BETWEEN PARENTS AND CHILDREN AND THE TRAUMA AND STIGMA OF A BROKEN HOME CONTEXTUALIZE THE RECKLESS PASSION OF YOUNG LOVE.,0.5863999724388123,12.0,"['generation', 'gap', 'parent', 'child', 'trauma', 'stigma', 'break', 'home', 'contextualize', 'reckless', 'passion', 'young', 'love']","man, law, standing, eva, live, center, child, show, play, see"
Noli me tángere,1961,"Action, Drama, Romance","Epic screen adaptation of the great Jose Rizal's novel, Noli Me Tangere (otherwise known as Touch Me Not or The Social Cancer) and was taken from a Bible verse.",0.6498000025749207,4.0,"['epic', 'screen', 'adaptation', 'great', 'jose', 'rizal', 'novel', 'tangere', 'otherwise', 'know', 'touch', 'social', 'cancer', 'take', 'bible', 'verse']","fashion, father, life, live, follow, find, mar, biological, child, quiz"
Exodus: Tales from the Enchanted Kingdom,2005,"Action, Fantasy","In a world ravaged by war, mankind's fate rests on the reluctant shoulders of one man. Exodus, a grim and unsmiling mercenary must lead the survivors to the enchanted land.",0.8424000144004822,5.0,"['world', 'ravage', 'war', 'mankind', 'fate', 'rest', 'reluctant', 'shoulder', 'man', 'exodus', 'grim', 'unsmiling', 'mercenary', 'lead', 'survivor', 'enchant', 'land']","film, corregidor, terror, aswang, documentary, drug, influence, shock, war, story"
4 na Maria,1980,Drama,THE BITTER-SWEET LOVE AFFAIRS OF FOUR SISTERS WITH DIFFERANT OUTLOOKS AND TEMPERAMENTS END IN SIMLTANEOUS WEDDINGS.,0.6069999933242798,3.0,"['bittersweet', 'love', 'affair', 'sister', 'differant', 'outlook', 'temperament', 'end', 'simltaneous', 'wedding']","love, story, life, household, comfort, friend, live, make, man, long"
Destined to Be Yours,2017,"Comedy, Romance","Sinag Obispo is a Dj in a community radio station at her hometown of Pelangi. The paradise like town of Pelangi was formerly a well developed municipality due to its flourishing mining industry but many people were forced to leave the town after mining firms closed down. Sinag stays behind because of her love of her hometown. Meanwhile, Benjie Rosales just finished his degree in architecture. His father died when he was young and his mother, Amand, solety raised him. Unknown to Benjie, his grandfather, Vicente Rosales, is a real-estate tycoon and her mother suddenly encourages him to contact the Rosales kin. Upon meeting the Rosales household, the family did not fully welcome Benjie except for his grandmother, Helen, who convinced Benjie to work at their real estate company. As Benjie accepts the job, he was assigned to project at Pelangi where he is destined to meet Sinag. Their life will eventually change and intertwine as they fall in love with each other.",0.9889000058174132,3.0,"['sinag', 'obispo', 'dj', 'community', 'radio', 'station', 'hometown', 'pelangi', 'paradise', 'town', 'pelangi', 'formerly', 'well', 'develop', 'municipality', 'due', 'flourish', 'mining', 'industry', 'many', 'people', 'force', 'leave', 'town', 'mining', 'firm', 'close', 'sinag', 'stay', 'love', 'hometown', 'meanwhile', 'rosale', 'finish', 'degree', 'architecture', 'father', 'die', 'young', 'mother', 'amand', 'solety', 'raise', 'unknown', 'benjie', 'grandfather', 'vicente', 'realestate', 'tycoon', 'mother', 'suddenly', 'encourage', 'contact', 'rosale', 'meet', 'rosale', 'household', 'family', 'fully', 'welcome', 'benjie', 'grandmother', 'convince', 'benjie', 'work', 'real', 'estate', 'company', 'benjie', 'accept', 'job', 'assign', 'project', 'pelangi', 'destine', 'meet', 'sinag', 'life', 'eventually', 'change', 'intertwine', 'fall', 'love']","love, story, life, household, comfort, friend, live, make, man, long"
Junilyn Has,2015,"Short, Drama","A dancer in a nightclub, Junilyn has to learn new moves to attract more customers during the Pope's visit to the Philippines. But while she rehearses, she is also preparing her bold move to free herself.",0.9448999762535096,7.0,"['dancer', 'nightclub', 'junilyn', 'learn', 'new', 'move', 'attract', 'customer', 'pope', 'visit', 'philippine', 'also', 'prepare', 'bold', 'move', 'free']","life, depend, film, move, good, ever, emotional, deliver, equipment, student"
Angelito,2017,"Short, History",Angelito bridges the gap between Heneral Luna and Goyo: Ang Batang Heneral. This short film follows the story of the Bernal brothers two days after the assassination of General Antonio Luna.,0.7235000133514404,2.0,"['angelito', 'bridge', 'gap', 'heneral', 'luna', 'ang', 'heneral', 'short', 'film', 'follow', 'story', 'bernal', 'brother', 'day', 'assassination', 'general', 'antonio', 'luna']","great, musical, film, adult, today, inside, industrial, camera, footage, see"
Kilabot at kembot,2002,Action,"Leon (Revilla), known as Kilabot, is an NBI agent who also works as a tattoo artist by day. He retires from his dangerous job after his best pal Kamandag was killed by a mysterious kidnapping syndicate leader. Now a full time tattoo artist, he meets a young student named Sienna (de Rossi) who secretly works as a bar stripper. While the two are falling for each other, the syndicate boss coincidentally sees Sienna and hires her as his personal dancer. Soon the evil boss learns about Sienna's affair with Kilabot and kidnaps her to exact revenge. Kilabot is now off to save Sienna and to avenge Kamandag's death.Written byfab-one",0.7222999930381775,7.0,"['know', 'kilabot', 'nbi', 'agent', 'also', 'work', 'tattoo', 'artist', 'day', 'retire', 'dangerous', 'job', 'good', 'pal', 'kamandag', 'kill', 'mysterious', 'kidnapping', 'syndicate', 'leader', 'full', 'time', 'tattoo', 'artist', 'meet', 'young', 'student', 'name', 'secretly', 'work', 'bar', 'stripper', 'fall', 'syndicate', 'boss', 'coincidentally', 'see', 'hire', 'personal', 'dancer', 'soon', 'evil', 'boss', 'learn', 'siennas', 'affair', 'kilabot', 'kidnap', 'exact_revenge', 'kilabot', 'save', 'sienna', 'avenge', 'kamandag', 'death']","life, depend, film, move, good, ever, emotional, deliver, equipment, student"
The Hopeful Romantic,2018,"Comedy, Romance","Meet Jess (Pepe Herrera), a 33 year old Valet Parking Attendant at The Manila Hotel, an honest man, no girlfriend since birth and most of all, a virgin. He promised himself that he will only give himself when he already found his true love. Meet Veronica (Ritz Azul), or Nicky, or Ashley. A kept woman in the high society world. A victim of circumstances, but still a survivor. All she wants is to get back to her former life in Australia, a life that was stolen away from her. Because of Jess' honesty, he was given a reward when he returned a guest's bag full of money; a three night stay at the Manila Hotel, a shopping spree, 300,000 pesos in cash, among others. Living like a king for three days, Jess never knew that the event would forever change his life. On the first night, he meets Veronica at the hotel bar. Instantly, he gets mesmerized by her presence. One thing lead to another, and Veronica gave Jess the ""first time"". Jess, believing in the magic of what happened between them, ...",0.6553000211715698,4.0,"['meet', 'herrera', 'valet', 'parking', 'attendant', 'manila', 'hotel', 'honest', 'man', 'girlfriend', 'birth', 'virgin', 'already', 'find', 'true', 'love', 'meet', 'veronica', 'ritz', 'azul', 'keep', 'woman', 'high', 'society', 'world', 'victim', 'circumstance', 'still', 'survivor', 'want', 'get', 'back', 'former', 'life', 'australia', 'life', 'steal', 'away', 'jess', 'honesty', 'give', 'reward', 'return', 'guest', 'bag', 'full', 'money', 'night', 'stay', 'manila', 'hotel', 'shopping', 'spree', 'pesos', 'cash', 'other', 'live', 'king', 'day', 'never', 'know', 'event', 'forever', 'change', 'life', 'first', 'night', 'meet', 'hotel', 'bar', 'instantly', 'mesmerize', 'presence', 'thing', 'lead', 'veronica', 'give', 'first', 'time', 'believe', 'magic', 'happen']","fashion, father, life, live, follow, find, mar, biological, child, quiz"
Temptation Island,1980,"Adventure, Comedy, Fantasy","This is a story about a group of beauty contest finalists stranded in a desert island without food, water or shelter.",0.3858999907970429,6.0,"['story', 'group', 'beauty', 'contest', 'finalist', 'strand', 'desert', 'island', 'food', 'water', 'shelter']","life, film, family, live, face, man, people, love, story, first"
The Super Parental Guardians,2016,Comedy,"Shortly after the murder of his friend, a young gay man accepts guardianship of her two kids while her brother tracks down her killer.",0.7350999712944031,8.0,"['shortly', 'murder', 'friend', 'young', 'gay', 'man', 'accept', 'guardianship', 'kid', 'brother', 'track', 'killer']","good, life, hunt, set, continue, take, community, story, struggle, violent"
Double Barrel,2017,Action,A young impoverished couple work as hired killers.,0.4882000088691712,9.0,"['young', 'impoverished', 'couple', 'work', 'hire', 'killer']","amanda, idol, lani, judge, teenage, big, life, mother, rumor, story"
Bata bata paano ka ginawa?,1998,Drama,"For any woman to have two children from two different men is an ordeal, but women's rights advocate Lea (Vilma Santos) is not just any woman: she possesses a liberal outlook and an unparalleled affection that enables her to properly raise her kids Ojie (Carlo Aquino) and Maya (Serena Dalrymple). Although her children's fathers find madness in her methods, they pretty much let Lea have her way of doing things as far as their children are concerned. But Lea, Ojie, and Maya find themselves at crossroads when the fathers propose taking their respective kids with them. Although it pains Lea to be parted from her children--and she knows that the law can speak on her behalf--she is aware that her kids need their fathers, so she makes an unorthodox decision: makes her kids decide on whom to go.Written byiwantv.com.ph/tv/show/Bata-Bata-Paano-Ka-Ginawa?s=3574",0.7164000272750854,7.0,"['woman', 'child', 'different', 'man', 'ordeal', 'womens', 'right', 'advocate', 'lea', 'vilma_santo', 'woman', 'possess', 'liberal', 'outlook', 'unparalleled', 'affection', 'enable', 'properly', 'raise', 'kid', 'ojie', 'carlo', 'aquino', 'maya', 'children', 'father', 'find', 'madness', 'method', 'pretty', 'much', 'let', 'lea', 'way', 'thing', 'far', 'child', 'concerned', 'lea', 'ojie', 'maya', 'find', 'crossroad', 'father', 'propose', 'take', 'respective', 'kid', 'pain', 'lea', 'part', 'childrenand', 'know', 'law', 'speak', 'behalfshe', 'aware', 'kid', 'need', 'father', 'make', 'unorthodox', 'decision', 'make', 'kid', 'decide', 'go']","life, depend, film, move, good, ever, emotional, deliver, equipment, student"
I-Witness,1999,Documentary,"I-Witness, GMA's most awarded documentary program, presents thought-provoking stories by four of the most trusted journalists in the Philippines.",0.7102000117301941,2.0,"['iwitness', 'gmas', 'award', 'documentary', 'program', 'present', 'thoughtprovoking', 'story', 'trust', 'journalist', 'philippine']","great, musical, film, adult, today, inside, industrial, camera, footage, see"
RPG Metanoia,2010,"Animation, Adventure, Drama","Nico (Zaijan Jaranilla) is a simple 11-year old kid living a simple life. But whenever he plays the MMORPG (Massively Multi-players Online Role Playing Game) called ""Metanoia"", he transforms into a hero of his own little world. One day, the Metanoia network got infected by a virus which affects the online world. Nico then goes on a journey together with his friends to save the online world and prevent it from taking over the world they live in.",0.9776999950408936,6.0,"['nico', 'simple', 'kid', 'live', 'simple', 'life', 'whenever', 'play', 'mmorpg', 'massively', 'multiplayer', 'online', 'role', 'playing', 'game', 'call', 'metanoia', 'transform', 'hero', 'little', 'world', 'day', 'metanoia', 'network', 'infect', 'virus', 'affect', 'online', 'world', 'nico', 'go', 'journey', 'together', 'friend', 'save', 'online', 'world', 'prevent', 'take', 'world', 'live']","life, film, family, live, face, man, people, love, story, first"
Dolphy's Angels,1980,"Action, Comedy","THIS ACTION-COMEDY FILM IS A WACKY TAKE-OFF ON AMERICA TELEVISION'S ""CHARLIE'S ANGELS"".",0.8962000012397766,7.0,"['actioncomedy', 'film', 'wacky', 'takeoff', 'america', 'television', 'charlie', 'angel']","life, depend, film, move, good, ever, emotional, deliver, equipment, student"
Ebolusyon ng isang pamilyang Pilipino,2004,Drama,The collapse and the struggle of a poor farming clan in Philippines.,0.8665999770164491,6.0,"['collapse', 'struggle', 'poor', 'farming', 'clan', 'philippine']","life, film, family, live, face, man, people, love, story, first"
Sabagay Life,2016,Comedy,Life as a 20-something is much sweeter when you have an oddball gang by your side.,0.5820000171661377,1.0,"['life', 'much', 'sweet', 'oddball', 'gang', 'side']","action, gut, pack, penetrate, insider, site, fight, screen, water, village"
Xerex,2003,"Drama, Romance, Thriller","After 15 years of unprecedented tabloid sex notoriety, the Xerex Xaviera fantasy achieves big screen fulfillment via three exciting escapades into sensual. ""Kama"" tells of a teenaged girl's intimate dalliances with a campus hearthrob who turns out to be a heel. ""O"" follows a bride-to-be's lusty rollercoaster ride that takes her to an orgasmic bore, and her newfound toyboy, a beach lifeguad who's only saving grace is his bedside acrobatics. While ""Butas"" explores the dark, seedy voyeuristic world of illicit sex.Written byledster",0.9398999810218812,8.0,"['year', 'unprecedented', 'tabloid', 'sex', 'notoriety', 'xaviera', 'fantasy', 'achieve', 'big', 'screen', 'fulfillment', 'exciting', 'escapade', 'sensual', 'kama', 'tell', 'teenaged', 'girl', 'intimate', 'dalliance', 'campus', 'hearthrob', 'turn', 'heel', 'follow', 'bridetobe', 'lusty', 'rollercoaster', 'ride', 'take', 'orgasmic', 'bore', 'newfound', 'toyboy', 'beach', 'save', 'grace', 'bedside', 'acrobatic', 'buta', 'explore', 'dark', 'seedy', 'voyeuristic', 'world', 'illicit', 'sex']","good, life, hunt, set, continue, take, community, story, struggle, violent"
Working Girls,1984,Comedy,Seven women working different jobs in a big commercial bank in Makati. How their daily life as a working girl is affected by their ambition for success in their chosen career paths and how this drive affects their personal lives.,0.6755999922752379,0.0,"['woman', 'work', 'different', 'job', 'big', 'commercial', 'bank', 'makati', 'daily', 'life', 'work', 'girl', 'affect', 'ambition', 'success', 'choose', 'career', 'path', 'drive', 'affect', 'personal', 'life']","life, time, woman, story, sound, man, young, relationship, love, way"
Dekada '70,2002,Drama,A middle-class Filipino family struggles to survive in the era of dictatorship.,0.8831999897956848,8.0,"['middleclass', 'filipino', 'family', 'struggle', 'survive', 'era', 'dictatorship']","good, life, hunt, set, continue, take, community, story, struggle, violent"
UnTrue,2019,"Drama, Thriller","A bruised and beaten wife named Mara (Cristine Reyes) seeks the help of Georgian police against her husband Joachim (Xian Lim). In this He-she said film, truths, lies and the dark past will be uncovered.",0.6205999851226807,2.0,"['bruise', 'beat', 'wife', 'name', 'mara', 'reyes', 'seek', 'help', 'georgian', 'police', 'husband', 'heshe', 'say', 'film', 'truth', 'lie', 'dark', 'past', 'uncover']","great, musical, film, adult, today, inside, industrial, camera, footage, see"
